token,count
"Multiple duodenal ulcers",1
"Infectious Disease: Esophageal candidiasis",1
"Symptoms and Signs: Low serum thyroid stimulating hormone (TSH)",1
"Other: Acute bacterial simple cystitis",1
"Gastrointestinal and Abdominal: Nausea vomiting and diarrhea",1
"Genitourinary and Reproductive: Hx of UTI (urinary tract infection)",1
"Bilateral cold feet",1
"Left ventricular aneurysm",1
"Persistent atrial fibrillation (CMS-hcc)",1
"ENT: Denture irritation",1
"Decreased hearing of both ears",1
"Gastrointestinal and Abdominal: Acute gastric ulcer without hemorrhage or perforation",1
"Grade III hemorrhoids",1
"Musculoskeletal and Injuries: Pain in bone fixation device",1
"Neuro: Neuropathic pain of left lower extremity",1
"Nonintractab...",1
"Coag and Thromboembolic: Chronic deep vein thrombosis (DVT) of right lower extremity",1
"Other: Finger injury",1
"Severe sepsis",1
"Ankle contracture",1
"Visual impairment in both eyes",1
"Peri-rectal abscess",1
"Skin: History of psoriasis",1
"Psoriasis annularis",1
"Abnormal tomography of chest",1
"Other: Type 2 narcolepsy (HHS-HCC)",1
"Colonic polyp",1
"Post-procedural erectile dysfunction",1
"Genitourinary and Reproductive: Status post total abdominal hysterectomy and bilateral salpingo-oophorectomy (TAH-BSO)",1
"Musculoskeletal and Injuries: Osteoporosis of multiple sites associated with endocrine disorder",1
"Hematology and Neoplasia: Mucinous adenoma",1
"History of panic attacks",1
"Derangement of medial meniscus",1
"Internal derangement of left knee",1
"o nephrolithiasis",1
"Postural dizziness",1
"Primary malignant neoplasm of endometrium",1
"Chronic hyperkalemia",1
"Neuro: Bulging lumbar disc",1
"O sick sinus syndrome",1
"Left atrial mass",1
"Musculoskeletal and Injuries: History of rib fracture",1
"Neuro: Brain bleed",1
"Closed nondisplaced fracture of first cervical vertebra",1
"Pneumonia and influenza",1
"Thoracic compression fracture",1
"Cardiac and Vasculature: Varicose veins of leg with pain",1
"Hematology and Neoplasia: Benign neoplastic cyst of brain",1
"Neuro: Chronic tension-type headache",1
"Glaucoma due to combination of mechanisms",1
"Other: Facial trauma",1
"Cardiac risk counseling",1
"Gastrointestinal and Abdominal: Sigmoid diverticulosis",1
"Family history- stomach cancer",1
"variant of uncertain significance in MUTYH gene via 43 gene panel.",1
"Symptoms and Signs: Dependent for transportation",1
"Endocrine and Metabolic: Nephrocalcinosis",1
"Dilated cardiomyopathy secondary to alcohol",1
"Implantable cardioverter-defibrillator (ICD) in situ",1
"History of terminal esophageal web",1
"Mild diastolic dysfunction",1
"Genitourinary and Reproductive: Kidney atrophy",1
"Elevated myoglobin level",1
"Pain of left sacroiliac joint",1
"Subacromial tendonitis",1
"Toxic myopathy",1
"Myositis of thigh",1
"Neuro: Lumbar disc herniation with radiculopathy",1
"Vertebral artery stenos...",1
"Eye: Amblyopia of right eye",1
"ET (esotropia)",1
"Musculoskeletal and Injuries: Closed fracture of distal end of right radius with routine healing",1
"Coag and Thromboembolic: Thrombophlebitis with surrounding cellulitis of LEFT forearm",1
"Hematology and Neoplasia: History of SCC (squamous cell carcinoma) of skin",1
"Cardiac and Vasculature: Systolic murmur",1
"Hematology and Neoplasia: Personal history of malignant neoplasm of bronchus and lung",1
"Genitourinary and Reproductive: Dyspareunia in female",1
"Neuro: COVID-19 long hauler manifesting chronic neurologic symptoms",1
"COVID-19 long hauler manifesting chronic headache",1
"COVID-19 long hauler manifesting chronic concentration deficit",1
"Cognitive deficits",1
"Pulmonary and Pneumonias: Pneumonia due to infectious agent",1
"Symptoms and Signs: COVID-19 long hauler manifesting chronic fatigue",1
"Eye: Retinal hole",1
"Macular cyst",1
"Abrasion of right cornea",1
"Aneurysm of artery of lower extremity (CMS-hcc)",1
"Status cardiac pacemaker",1
"Endocrine and Metabolic: Controlled diabetes mellitus type 2 with complications",1
"Neuro: Dementia of the Alzheimer's type",1
"with early onset",1
"with delusions (CMS-HCC)",1
"Other: Nonsustained monomorphic ventricular tachycardia",1
"Gastrointestinal and Abdominal: Intra-abdominal and pelvic swelling",1
"Eye: Left trochlear nerve palsy",1
"Hypertropia of right eye",1
"Colonic fistula",1
"SUI (stress urinary incontinence)",1
"Erectile dysfunction after radical prostatectomy",1
"Infectious Disease: Fungal infection",1
"Neuro: Cranial nerve palsy",1
"ENT: Malignant otitis externa of left ear",1
"Thyroid dysfunction",1
"Macular edema",1
"Hypertensive heart and chronic kidney disease stage 5",1
"Gastrointestinal and Abdominal: Family history of colonic polyps",1
"Living-donor kidney transplant recipient (HHS-HCC)",1
"Kidney transplant as cause of abnormal reaction or later complication (HHS-HCC)",1
"Family history of sarcoidosis",1
"Miscellaneous: History of disease",1
"Calcific tendinitis of shoulder",1
"Migrai...",1
"Symptomatic spider varicose vein",1
"Acute pancreatitis without infection or necrosis (HHS-HCC)",1
"Hematology and Neoplasia: Hypochromic-microcytic anemia",1
"Infectious Disease: Prosthetic joint infection-PJI (CMS-hcc)",1
"Serratia Bacteremia",1
"Spinal stenosis of thoracolumbar region",1
"Pulmonary and Pneumonias: MRSA pneumonia",1
"Tobacco: Tobacco abuse >50py.",1
"Other: Infection associated with internal left knee prosthesis",1
"ENT: Chronic otitis media",1
"Symptoms and Signs: Cramps of lower extremity",1
"Overlap syndrome (HHS-HCC)",1
"Scleroderma",1
"Skin: Nail discoloration",1
"Other: Secondary Sjogren syndrome (HHS-HCC)",1
"History of cardiac murmur as a child",1
"Allergies and Adverse Reactions: Nut allergy",1
"Eye: Exudative age-related macular degeneration of right eye",1
"Eye: Nuclear sclerosis of both eyes",1
"Symptoms and Signs: Adult failure to thrive",1
"P CABG X 2 with AVR",1
"Atrial extrasystoles",1
"Coag and Thromboembolic: History of DVT of lower extremity -after knee surgery December",1
"2012",1
"Neuro: Loosening of hardware in spine",1
"Submucous leiomyoma of uterus",1
"STEMI involving left anterior descending coronary artery",1
"Hemoglobin A1c 8.0 percent or greater",1
"ENT: Other dental procedure status",1
"Musculoskeletal and Injuries: Pain in unspecified limb",1
"Burn",1
"Toxicities and Envenomations: Exposure to potentially hazardous substance",1
"History of cardiac cath- 2015 no significant CAD",1
"Endocrine and Metabolic: History of hypothyroidism",1
"ENT: Hay fever",1
"Eye: Open angle glaucoma suspect",1
"Sprain of deltoid ligament of right ankle",1
"Inflammatory arthropathy",1
"S...",1
"Advance Directives and Health Issues: Personal history of other specified conditions",1
"Musculoskeletal pain",1
"Implantable cardioverter-defibrillator discharge",1
"Acute deep vein thrombosis (DVT) of axillary vein of right upper extremity",1
"Family History: Encounter for cardiac rehabilitation",1
"Gastrointestinal and Abdominal: RUQ pain",1
"Symptoms and Signs: Abnormal chest CT",1
"Cardiomyopathy with normalizaiton of LV funciton",1
"Hematology and Neoplasia: Malignant neoplasm of kidney",1
"Musculoskeletal and Injuries: Rotator cuff rupture",1
"Primary localized osteoarthrosis of right hip",1
"Poor sleep pattern",1
"Varicose veins of both lower extremities with complications",1
"Acute rhinitis",1
"Other: Pilar cyst of scalp",1
"Fibrocystic breast disease",1
"Gastrointestinal and Abdominal: Hiatal hernia with gastroesophageal reflux disease and esophagitis",1
"Malignant melanoma of nose",1
"Cardiac and Vasculature: Premature beats",1
"Musculoskeletal and Injuries: Pain in toes of both feet",1
"Neuro: Postpolio syndrome (CMS-HCC)",1
"Cardiac and Vasculature: Dilated aortic root (CMS-hcc)",1
"Genitourinary and Reproductive: Inclusion cyst of vulva",1
"Menometrorrhagia",1
"Hematology and Neoplasia: Basal cell carcinoma of left mid alar crease",1
"Family history of esophageal cancer",1
"Scalp hematoma",1
"Other deformities of toe(s) (acquired)",1
"Other: Allergic response",1
"Hematology and Neoplasia: Renal cancer",1
"Mental Health: Poor hygiene",1
"Cardiac and Vasculature: Paroxysmal atrial fibrillation with RVR (CMS-hcc)",1
"O ulcerative colitis",1
"Complications and Surgeries - S",1
"P colectomy",1
"Status post restorative proctocolectomy with Ileal pouch anal anastomosis",1
"lysis of adhesions",1
"repair of enterotomy",1
"small bowel resection and flexible sigmoidoscopy",1
"Advance Directives and Health Issues: Poor historian",1
"Coag and Thromboembolic: H",1
"O deep vein thrombosis (DVT) of right lower extremity (CMS-hcc)",1
"DVT of lower extremity (deep venous thrombosis)",1
"Eye: Senile entropion of left lower eyelid",1
"Acquired involutional ptosis of both eyelids",1
"Family History: Aftercare following surgery of a sense organ",1
"Neuro: Cerebral infarction due to embolism of right middle cerebral artery",1
"P VSD repair",1
"Mild mitral stenosis",1
"Gastrointestinal and Abdominal: Chronic hepatitis C virus infection",1
"Pulmonary and Pneumonias: Obstructive lung disease",1
"Hematology and Neoplasia: Infiltrating ductal carcinoma of left breast",1
"Psychiatric disorder",1
"Musculoskeletal and Injuries: Chronic left-sided low back pain with left-sided sciatica",1
"Rhabdomyolysis",1
"Memory disorder",1
"Tobacco: Encounter for smoking cessation counseling",1
"Chest pain at rest",1
"Aneurysm of descending thoracic aorta without rupture (CMS-hcc)",1
"Family history of ovarian cancer",1
"Postgastrectomy malabsorption (HHS-HCC)",1
"Musculoskeletal and Injuries: MVA restrained driver",1
"Cardiac and Vasculature: Prinzmetal angina",1
"Other: Closed fracture of transverse process of lumbar vertebra",1
"Bilateral carotid artery stenosis R-79%",1
"L-39%",1
"P carotid endarterectomy left 7",1
"2016",1
"Dilated aortic root (CMS-hcc) 2014 4.0cm",1
"Coag and Thromboembolic: Thrombocytopenia (CMS-hcc) plt=124 up to 167 5",1
"Chronic anticoagulation",1
"Genitourinary and Reproductive: Erectile dysfunction due to arterial insufficiency",1
"Benign microscopic hematuria neg workup 11",1
"Melanoma in situ of face",1
"Cancer of the skin",1
"basal cell right lower leg",1
"Pulmonary and Pneumonias: Panlobular emphysema (CMS-hcc) mild",1
"Eye: Acute bacterial conjunctivitis",1
"Gastrointestinal and Abdominal: Asymptomatic cholelithiasis",1
"Genitourinary and Reproductive: Kidney dysfunction",1
"Severe obstructive sleep apnea",1
"Aneurysm of internal carotid artery (HHS-HCC)",1
"Pterygium of left eye",1
"Musculoskeletal and Injuries: Frozen shoulder",1
"Ischial bursitis",1
"Eye: BDR (background diabetic retinopathy)",1
"Dry mouth",1
"Borderline high cholesterol",1
"Genitourinary and Reproductive: Acquired breast deformity",1
"Hematology and Neoplasia: Encounter for follow-up surveillance of lung cancer",1
"Musculoskeletal and Injuries: Osteoarthritis of right foot",1
"Pulmonary and Pneumonias: S",1
"p dual-chamber pacemaker",1
"p PCI to  distal LAD",1
"Status post insertion of drug eluting coronary artery stent",1
"Coronary artery disease. s",1
"p PCI to distal LAD",1
"p dual chamber pacemaker",1
"INR range 2-3",1
"Chalazion",1
"Skin: Scar of cheek",1
"Status post percutaneous coronary intervention (PCI)",1
"Gastrointestinal and Abdominal: Hepatitis A",1
"Cardiac and Vasculature: Acute on chronic diastolic (congestive) heart failure",1
"Anginal chest pain (CMS-hcc)",1
"Musculoskeletal and Injuries: Synovitis of wrist",1
"Cardiac and Vasculature: LVH (left ventricular hypertrophy)",1
"Hematology and Neoplasia: Non-Hodgkin lymphoma",1
"Demand ischemia",1
"Cavitary lung disease",1
"Skin: Discoloration of skin of toe",1
"Cardiac and Vasculature: Post PTCA",1
"P CTI radiofrequency ablation 2018",1
"with acute decompensation",1
"Atherosclerosis of autologous vein coronary artery bypass graft with angina pectoris (CMS-hcc)",1
"Severe Aortic Stenosis s",1
"p BAV 5",1
"Eye: Hordeolum externum of right upper eyelid",1
"Diverticulitis of large intestine without bleeding",1
"Genitourinary and Reproductive: Stage...",1
"ENT: Streptococcus pharyngitis",1
"Background diabetic retinopathy",1
"Klebsiella pneumoniae (k. pneumoniae) as the cause of diseases classified elsewhere",1
"Musculoskeletal and Injuries: Presence of left artificial knee joint",1
"C...",1
"Musculoskeletal and Injuries: Closed 2-part nondisplaced fracture of surgical neck of right humerus with routine healing",1
"Cardiac chest pain",1
"ENT: Lesion of tongue",1
"Methadone dependence",1
"Drug withdrawal",1
"Child attention deficit disorder",1
"Closed fracture of metacarpal bone",1
"Cardiac and Vasculature: CHB (complete heart block)",1
"RV lead fracture",1
"Agatston CAC score",1
">400",1
"Coag and Thromboembolic: Chronic deep vein thrombosis (DVT) of femoral vein",1
"Atrophy of quadriceps femoris muscle",1
"Acute leg pain",1
"Endocrine and Metabolic: Adiposity",1
"Pulmonary and Pneumonias: Idiopathic pulmonary fibrosis",1
"Snores",1
"Genitourinary and Reproductive: Papillary necrosis",1
"Musculoskeletal and Injuries: Closed fracture of shaft of left clavicle",1
"Endocrine and Metabolic: Current chronic use of systemic steroids",1
"Genitourinary and Reproductive: Penile lesion",1
"Hematology and Neoplasia: Lipoma of left upper extremity",1
"Lipoma of scalp",1
"Pulmonary and Pneumonias: Incidental lung nodule",1
"greater than or equal to 8mm",1
"Acne",1
"Melanocytic nevus of right lower extremity",1
"Musculoskeletal and Injuries: Chronic gouty arthritis",1
"P AAA repair using bifurcation graft",1
"Musculoskeletal and Injuries: Closed fracture of base of fifth metatarsal bone of right foot",1
"Pulmonary and Pneumonias: Chronic obstructive airway disease",1
"Symptoms and Signs: Anesthesia of skin",1
"Cardiac and Vasculature: Mild tricuspid regurgitation by prior echocardiogram",1
"Genitourinary and Reproductive: Personal history of benign breast biopsy",1
"Other: Moderate early onset Alzheimer's dementia without behavioral disturbance",1
"O unstable angina",1
"Musculoskeletal and Injuries: Bone spur of foot",1
"Ulcer of right foot with fat layer exposed",1
"Endocrine and Metabolic: Body mass index 29.0-29.9",1
"Hematology and Neoplasia: Metastatic lung carcinoma",1
"Cardiac and Vasculature: Venous stasis dermatitis",1
