token,matched_cause,icd_code,match_method,method,notes
Musculoskeletal and Injuries: Hallux rigidus of right foot,,,none,,
Musculoskeletal and Injuries: Hallux valgus,,,none,,
Musculoskeletal and Injuries: Hallux valgus (acquired),,,none,,
Musculoskeletal and Injuries: Hammer toe,,,none,,
Musculoskeletal and Injuries: Hammer toe of left foot,,,none,,
Musculoskeletal and Injuries: Hammer toe of right foot,,,none,,
Musculoskeletal and Injuries: Hammer toe of second toe of left foot,,,none,,
Musculoskeletal and Injuries: Hammer toe of second toe of right foot,,,none,,
Musculoskeletal and Injuries: Hammertoe,,,none,,
Musculoskeletal and Injuries: Hammertoe of right foot,,,none,,
Musculoskeletal and Injuries: Hammertoe of second toe of left foot,,,none,,
Musculoskeletal and Injuries: Hand arthritis,,,none,,
Musculoskeletal and Injuries: Heat exhaustion,,,none,,
Musculoskeletal and Injuries: Heat syncope,,,none,,
Musculoskeletal and Injuries: Heel pain,,,none,,
Musculoskeletal and Injuries: Hemarthrosis involving knee joint,,,none,,
Musculoskeletal and Injuries: Hematoma,,,none,,
Musculoskeletal and Injuries: Hematoma of left chest wall,,,none,,
Musculoskeletal and Injuries: Hematoma of right foot,,,none,,
Musculoskeletal and Injuries: Hematoma of right lower extremity,,,none,,
Musculoskeletal and Injuries: Hematoma of right thigh,,,none,,
Musculoskeletal and Injuries: Hip arthritis,,,none,,
Musculoskeletal and Injuries: Hip flexor tendinitis,,,none,,
Musculoskeletal and Injuries: Hip joint replacement status,,,none,,
Musculoskeletal and Injuries: Hip pain,,,none,,
Musculoskeletal and Injuries: History of arthroplasty of right hip,,,none,,
Musculoskeletal and Injuries: History of arthroscopy of knee,,,none,,
Musculoskeletal and Injuries: History of artificial joint,,,none,,
Musculoskeletal and Injuries: History of back pain,,,none,,
Musculoskeletal and Injuries: History of back surgery,,,none,,
Musculoskeletal and Injuries: History of bilateral hip replacements,,,none,,
Musculoskeletal and Injuries: History of bilateral knee replacement,,,none,,
Musculoskeletal and Injuries: History of bilateral total hip arthroplasty,,,none,,
Musculoskeletal and Injuries: History of chronic gout,,,none,,
Musculoskeletal and Injuries: History of gout,,,none,,
Musculoskeletal and Injuries: History of left hip replacement,,,none,,
Musculoskeletal and Injuries: History of myalgia due to HMG CoA reductase inhibitor,,,none,,
Musculoskeletal and Injuries: History of osteoarthritis,,,none,,
Musculoskeletal and Injuries: History of osteoporosis,,,none,,
Musculoskeletal and Injuries: History of pelvic fracture,,,none,,
Musculoskeletal and Injuries: History of recurrent falls,,,none,,
Musculoskeletal and Injuries: History of rheumatoid arthritis,,,none,,
Musculoskeletal and Injuries: History of right knee surgery,,,none,,
Musculoskeletal and Injuries: History of selective injection of anesthetic agent around lumbar nerve root,,,none,,
Musculoskeletal and Injuries: History of tear of meniscus of knee joint,,,none,,
Musculoskeletal and Injuries: History of total knee replacement,,,none,,
Musculoskeletal and Injuries: History of total left hip replacement,,,none,,
Musculoskeletal and Injuries: History of total left knee replacement,,,none,,
Musculoskeletal and Injuries: History of total left knee replacement-2017,,,none,,
Musculoskeletal and Injuries: History of total right hip replacement,,,none,,
Musculoskeletal and Injuries: History of total right knee replacement,,,none,,
Musculoskeletal and Injuries: History of total shoulder replacement,,,none,,
Musculoskeletal and Injuries: History of traumatic subdural hematoma,,,none,,
Musculoskeletal and Injuries: Hx of total knee arthroplasty,,,none,,
Musculoskeletal and Injuries: Hyperuricemia,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of foot without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of left ankle without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of left foot without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of multiple sites without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of right foot without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout of right knee,,,none,,
Musculoskeletal and Injuries: Idiopathic chronic gout without tophus,,,none,,
Musculoskeletal and Injuries: Idiopathic gout,,,none,,
Musculoskeletal and Injuries: Idiopathic gout of foot,,,none,,
Musculoskeletal and Injuries: Idiopathic gout of multiple sites,,,none,,
Musculoskeletal and Injuries: Idiopathic osteoporosis,,,none,,
Musculoskeletal and Injuries: Iliotibial band syndrome,,,none,,
Musculoskeletal and Injuries: Impact with driver side automobile airbag x2 2008  2012,,,none,,
Musculoskeletal and Injuries: Impingement syndrome,,,none,,
Musculoskeletal and Injuries: Impingement syndrome of both shoulders,,,none,,
Musculoskeletal and Injuries: Impingement syndrome of left shoulder region,,,none,,
Musculoskeletal and Injuries: Impingement syndrome of right shoulder,,,none,,
Musculoskeletal and Injuries: Incomplete tear of left rotator cuff,,,none,,
Musculoskeletal and Injuries: Incomplete tear of right rotator cuff,,,none,,
Musculoskeletal and Injuries: Infarction of distal end of left femur,,,none,,
Musculoskeletal and Injuries: Inflammatory arthritis,,,none,,
Musculoskeletal and Injuries: Inflammatory polyarthropathy,,,none,,
Musculoskeletal and Injuries: Injury of left common femoral artery,,,none,,
Musculoskeletal and Injuries: Injury of peroneal tendon of left foot,,,none,,
Musculoskeletal and Injuries: Injury of posterior cruciate ligament,,,none,,
Musculoskeletal and Injuries: Injury of tendon of rotator cuff,,,none,,
Musculoskeletal and Injuries: Insect bite,,,none,,
Musculoskeletal and Injuries: Instability of internal left knee prosthesis,,,none,,
Musculoskeletal and Injuries: Instability of right knee joint,,,none,,
Musculoskeletal and Injuries: Intertrochanteric fracture of femur,,,none,,
Musculoskeletal and Injuries: Intractable back pain,,,none,,
Musculoskeletal and Injuries: Intramuscular hematoma,,,none,,
Musculoskeletal and Injuries: It band syndrome,,,none,,
Musculoskeletal and Injuries: Joint effusion,,,none,,
Musculoskeletal and Injuries: Joint stiffness,,,none,,
Musculoskeletal and Injuries: JRA (juvenile rheumatoid arthritis),,,none,,
Musculoskeletal and Injuries: Knee derangement syndrome,,,none,,
Musculoskeletal and Injuries: Knee osteoarthritis,,,none,,
Musculoskeletal and Injuries: Knee osteonecrosis,,,none,,
Musculoskeletal and Injuries: Knee pain,,,none,,
Musculoskeletal and Injuries: Laceration,,,none,,
Musculoskeletal and Injuries: Laceration of finger,,,none,,
Musculoskeletal and Injuries: Laceration of left index finger,,,none,,
Musculoskeletal and Injuries: Laceration of left knee,,,none,,
Musculoskeletal and Injuries: Laceration of liver,,,none,,
Musculoskeletal and Injuries: Laceration of right foot excluding toes,,,none,,
Musculoskeletal and Injuries: Laceration of tendon,,,none,,
Musculoskeletal and Injuries: Lateral epicondylitis of left elbow. s,,,none,,
Musculoskeletal and Injuries: Lateral meniscus tear,,,none,,
Musculoskeletal and Injuries: Left anterior shoulder pain frozen x 2 years,,,none,,
Musculoskeletal and Injuries: Left arm pain,,,none,,
Musculoskeletal and Injuries: Left elbow pain,,,none,,
Musculoskeletal and Injuries: Left foot pain,,,none,,
Musculoskeletal and Injuries: Left hand pain,,,none,,
Musculoskeletal and Injuries: Left hand weakness,,,none,,
Musculoskeletal and Injuries: Left hip pain,,,none,,
Musculoskeletal and Injuries: Left knee DJD,,,none,,
Musculoskeletal and Injuries: Left knee pain,,,none,,
Musculoskeletal and Injuries: Left lateral epicondylitis,,,none,,
Musculoskeletal and Injuries: Left leg pain,,,none,,
Musculoskeletal and Injuries: Left posterior tibial strain,,,none,,
Musculoskeletal and Injuries: Left rotator cuff tear,,,none,,
Musculoskeletal and Injuries: Left rotator cuff tear arthropathy,,,none,,
Musculoskeletal and Injuries: Left shoulder pain,,,none,,
Musculoskeletal and Injuries: Left shoulder strain,,,none,,
Musculoskeletal and Injuries: Left sided sciatica,,,none,,
Musculoskeletal and Injuries: Left tennis elbow,,,none,,
Musculoskeletal and Injuries: Left upper arm pain,,,none,,
Musculoskeletal and Injuries: LEFT upper extremity cellulitis and olecranon bursitis,,,none,,
Musculoskeletal and Injuries: Left upper extremity swelling,,,none,,
Musculoskeletal and Injuries: Left wrist injury,,,none,,
Musculoskeletal and Injuries: Left wrist pain,,,none,,
Musculoskeletal and Injuries: Leg length discrepancy,,,none,,
Musculoskeletal and Injuries: Leg pain,,,none,,
Musculoskeletal and Injuries: Leg weakness,,,none,,
Musculoskeletal and Injuries: Leg wound,,,none,,
Musculoskeletal and Injuries: Localized,,,none,,
Musculoskeletal and Injuries: Localized osteoarthritis of right knee,,,none,,
Musculoskeletal and Injuries: Localized primary osteoarthritis of right hand,,,none,,
Musculoskeletal and Injuries: Localized swelling of lower extremity,,,none,,
Musculoskeletal and Injuries: Loss of height,,,none,,
Musculoskeletal and Injuries: Low back pain,,,none,,
Musculoskeletal and Injuries: Low back pain with left-sided sciatica,,,none,,
Musculoskeletal and Injuries: Low back pain with right-sided sciatica,,,none,,
Musculoskeletal and Injuries: Low back pain with sciatica,,,none,,
Musculoskeletal and Injuries: Low back pain without sciatica,,,none,,
Musculoskeletal and Injuries: Low back strain,,,none,,
Musculoskeletal and Injuries: Low bone density,,,none,,
Musculoskeletal and Injuries: Low bone mass,,,none,,
Musculoskeletal and Injuries: Lower back pain,,,none,,
Musculoskeletal and Injuries: Lower extremity pain,,,none,,
Musculoskeletal and Injuries: Lower extremity weakness,,,none,,
Musculoskeletal and Injuries: Lower limb length difference,,,none,,
Musculoskeletal and Injuries: Lumbago,,,none,,
Musculoskeletal and Injuries: Lumbago with sciatica,,,none,,
Musculoskeletal and Injuries: Lumbar back pain,,,none,,
Musculoskeletal and Injuries: Lumbar post-laminectomy syndrome,,,none,,
Musculoskeletal and Injuries: Lumbar spondylolysis,,,none,,
Musculoskeletal and Injuries: Lumbar sprain,,,none,,
Musculoskeletal and Injuries: Lumbar strain,,,none,,
Musculoskeletal and Injuries: Lytic bone lesion of right femur– Stable after multiple year follow-up.,,,none,,
Musculoskeletal and Injuries: Mallet finger of left hand,,,none,,
Musculoskeletal and Injuries: Malunion and nonunion of fracture,,,none,,
Musculoskeletal and Injuries: Mechanical low back pain,,,none,,
Musculoskeletal and Injuries: Medial epicondylitis,,,none,,
Musculoskeletal and Injuries: Medial epicondylitis of left elbow,,,none,,
Musculoskeletal and Injuries: Medial meniscus tear,,,none,,
Musculoskeletal and Injuries: Medial meniscus tear left& right  2015,,,none,,
Musculoskeletal and Injuries: Mediastinal hematoma,,,none,,
Musculoskeletal and Injuries: Metatarsal stress fracture of left foot,,,none,,
Musculoskeletal and Injuries: Metatarsalgia,,,none,,
Musculoskeletal and Injuries: Metatarsalgia of both feet,,,none,,
Musculoskeletal and Injuries: Mid back pain,,,none,,
Musculoskeletal and Injuries: Midline low back pain with bilateral sciatica,,,none,,
Musculoskeletal and Injuries: Midline low back pain without sciatica,,,none,,
Musculoskeletal and Injuries: Midline thoracic back pain,,,none,,
Musculoskeletal and Injuries: MMT (medial meniscus tear),,,none,,
Musculoskeletal and Injuries: Moderate left ankle sprain,,,none,,
Musculoskeletal and Injuries: Motor vehicle accident,,,none,,
Musculoskeletal and Injuries: Motor vehicle accident 1,,,none,,
Musculoskeletal and Injuries: Motorcycle accident,,,none,,
Musculoskeletal and Injuries: Motorcycle rider injured in traffic accident,,,none,,
Musculoskeletal and Injuries: Mucous cyst of finger,,,none,,
Musculoskeletal and Injuries: Multiple closed fractures of pelvis with stable disruption of pelvic circle,,,none,,
Musculoskeletal and Injuries: Multiple closed fractures of pelvis with unstable disruption of pelvic ring,,,none,,
Musculoskeletal and Injuries: Multiple closed fractures of ribs of both sides with routine healing with L SCM hematoma,,,none,,
Musculoskeletal and Injuries: Multiple rib fractures involving four or more ribs,,,none,,
Musculoskeletal and Injuries: Muscle ache,,,none,,
Musculoskeletal and Injuries: Muscle pain,,,none,,
Musculoskeletal and Injuries: Muscle spasm,,,none,,
Musculoskeletal and Injuries: Muscle tension pain,,,none,,
Musculoskeletal and Injuries: Muscle weakness,,,none,,
Musculoskeletal and Injuries: Muscle weakness of lower extremity,,,none,,
Musculoskeletal and Injuries: Musculoskeletal back pain,,,none,,
Musculoskeletal and Injuries: Musculoskeletal chest pain,,,none,,
Musculoskeletal and Injuries: Musculoskeletal disorder,,,none,,
Musculoskeletal and Injuries: Musculoskeletal pain of left lower extremity,,,none,,
Musculoskeletal and Injuries: MVA (motor vehicle accident),,,none,,
Musculoskeletal and Injuries: MVA unrestrained driver,,,none,,
Musculoskeletal and Injuries: MVC (motor vehicle collision),,,none,,
Musculoskeletal and Injuries: Myalgia,,,none,,
Musculoskeletal and Injuries: Myalgia due to statin,,,none,,
Musculoskeletal and Injuries: Myofascial muscle pain,,,none,,
Musculoskeletal and Injuries: Myofascial pain,,,none,,
Musculoskeletal and Injuries: Myopathy,,,none,,
Musculoskeletal and Injuries: Myositis,,,none,,
Musculoskeletal and Injuries: Neck muscle spasm,,,none,,
Musculoskeletal and Injuries: Neck pain,,,none,,
Musculoskeletal and Injuries: Neck pain on left side,,,none,,
Musculoskeletal and Injuries: Neck tightness,,,none,,
Musculoskeletal and Injuries: Neuralgia of right sciatic nerve,,,none,,
Musculoskeletal and Injuries: Neurogenic claudication due to lumbar spinal stenosis,,,none,,
Musculoskeletal and Injuries: Non-healing surgical wound,,,none,,
Musculoskeletal and Injuries: Non-healing ulcer of lower leg,,,none,,
Musculoskeletal and Injuries: Non-traumatic rhabdomyolysis,,,none,,
Musculoskeletal and Injuries: Nondisplaced fracture of neck of right femur,,,none,,
Musculoskeletal and Injuries: Nonhealing ulcer of right lower extremity,,,none,,
Musculoskeletal and Injuries: Nontraumatic compartment syndrome of left upper extremity,,,none,,
Musculoskeletal and Injuries: Nontraumatic incomplete tear of right rotator cuff,,,none,,
Musculoskeletal and Injuries: Nontraumatic tear of left supraspinatus tendon,,,none,,
Musculoskeletal and Injuries: Nontraumatic tear of plantar fascia,,,none,,
